Date,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
9/13/16,0.9900990092143725,6.892911636759358e-10,0.9900990098979308,4.964809440291346e-12,0.9900990098959538,7.911259903723754e-12,0.9900990098939145,9.179798490674572e-12,0.9900990053831012,4.50139106451894e-09,0.9900989998995889,9.955559420989023e-09,0.9900990097372229,1.7336478632976252e-10,0.9900990097173994,2.7880336753493325e-10,0.9900990023473435,7.577135310282628e-09,0.9900989587466636,5.114636676235691e-08
9/14/16,0.9900990098931178,1.2469802776674847e-11,0.99009900989329,1.3817969239243532e-11,0.9900990098938784,1.4184256694590077e-11,0.9900990098950377,1.332468370401164e-11,0.990099009896632,1.1329132891755559e-11,0.9900990098981878,8.681864604541633e-12,0.9900990098991421,6.035924878639834e-12,0.9900990098993067,3.7940993798795895e-12,0.9900990098861769,1.6787106997064292e-11,0.9900990098822389,2.0770890807167798e-11
9/15/16,4.223196127940752e-08,0.9803921156090678,8.750578287650228e-11,0.9803921567776309,1.7360029729796422e-11,0.9803921568552535,2.3550414021197116e-11,0.9803921568536833,3.594856794199214e-12,0.9803921568626167,2.9565307047262286e-10,0.9803921565770396,2.79642804437049e-10,0.9803921565933091,2.567598232720774e-10,0.980392156616154,2.326202142342896e-10,0.9803921566401049,2.0949418754387057e-10,0.980392156662968
9/16/16,9.403989000850427e-07,0.9803912266675565,0.9900965687277932,2.419971941316538e-06,0.9900977035906773,1.2973549483417716e-06,0.9900986333559108,3.7516098617436714e-07,0.9900988826123731,1.2729831634471916e-07,0.9900989619974716,4.800949573985734e-08,0.9900989996828703,1.025447823417239e-08,0.9900990098346264,7.012723614589347e-11,0.9900990099011345,3.984988305406081e-12,0.9900990098922686,2.010563627027159e-11
9/17/16,0.9900983273444205,6.788255732910244e-07,0.9900989609154651,4.911003782614556e-08,0.9900990095015649,4.0041104468927836e-10,0.9900990098810215,3.549778355905925e-11,0.9900990098722284,5.021113918331389e-11,0.9900990099017833,6.38176718122341e-12,0.9900990090115451,8.964870585565624e-10,0.9900990092085135,6.999742292158237e-10,0.9900990093468539,5.618201319474317e-10,0.9900990094481283,4.6058242978198083e-10
9/18/16,0.990099009678524,2.7577635764790507e-10,0.9900983732265277,6.324346605006275e-07,7.810792724536445e-07,0.9803913865770078,4.57699118684297e-09,0.9803921523666018,1.825909373720064e-10,0.9803921567235803,7.023119163443275e-11,0.9803921568255347,1.8026351882923464e-09,0.9803921551078535,1.0697408165383854e-09,0.9803921558260074,6.819883826816702e-10,0.9803921562049902,4.56182448219097e-10,0.9803921564250677
9/19/16,0.990099008959114,9.408949511130147e-10,0.9900990098912584,2.6047729236413338e-11,0.9900990095917188,3.1412733074201216e-10,0.9900990096400292,2.6669969406237465e-10,0.9900990096904695,2.1664941244359408e-10,0.9900990097326765,1.745573351736957e-10,0.9900990097664222,1.4077436798467535e-10,0.9900990097932162,1.1385652635152805e-10,0.9900990098145795,9.23234254833891e-11,0.9900990098317274,7.49802389783674e-11
9/20/16,0.9900989902042673,1.981845937135174e-08,0.990099009771675,1.4215103997423834e-10,0.9900990098980508,4.833566620820239e-12,0.990099009894305,1.6523263761359636e-11,0.9900990098885262,2.7698231260227927e-11,0.9900990098942608,2.1376715416982466e-11,0.9900990099021257,6.88423818118734e-12,0.9900990096357469,2.692739922617388e-10,0.9900990096337425,2.7172986583749495e-10,0.9900990096390864,2.667624488615822e-10
9/21/16,0.9900990098449002,6.003923948824049e-11,0.9900990098563929,4.939537090745308e-11,0.9900990098757468,2.9897470645528856e-11,0.9900990098898849,1.5279721999076193e-11,0.9900990098980088,6.6088338396133354e-12,0.9900990099002485,7.507004923786483e-12,0.9900990099014177,1.1008522695672779e-11,0.9900990099021959,1.3453063260947327e-11,0.9900990099019729,1.514817472022931e-11,0.9900990099005833,1.6292857187512543e-11
