,0,1
0,0.9900989587466636,5.114636676235691e-08
1,0.9900990098822389,2.0770890807167798e-11
2,2.0949418754387057e-10,0.980392156662968
3,0.9900990098922686,2.010563627027159e-11
4,0.9900990094481283,4.6058242978198083e-10
5,4.56182448219097e-10,0.9803921564250677
6,0.9900990098317274,7.49802389783674e-11
7,0.9900990096390864,2.667624488615822e-10
8,0.9900990099005833,1.6292857187512543e-11
9,0.990099009902248,3.3180340763661466e-12
10,0.9900990098475994,5.869050075343141e-11
11,5.008354158111437e-12,0.9803921568736825
12,0.9900990098528369,5.2436781212065585e-11
13,0.9900990098801886,2.516104188325193e-11
14,1.3499221956995915e-10,0.9803921567752704
15,4.485662718491174e-10,0.9803921565989782
16,0.9900989132699339,9.667311052819148e-08
17,6.886772350204036e-14,0.9803921568673138
18,7.729993853744736e-12,0.9803921568742825
19,0.9900990098674226,3.7795013010860447e-11
20,1.0732719253641135e-13,0.9803921568676719
21,1.8688956048369386e-10,0.980392156731668
22,1.3475501010866971e-12,0.9803921568657995
23,2.0767589358757128e-10,0.9803921567176347
24,4.873809943749039e-12,0.9803921568616241
25,0.9900990099127344,7.157544810160705e-12
26,1.9551025705614853e-09,0.9803921549634871
27,2.6895031002377055e-11,0.9803921568396436
28,2.8604792938114926e-08,0.9803921296725835
29,2.3438643687497913e-10,0.9803921569719203
30,0.99009900986581,4.796427736334004e-11
31,8.145547949889447e-09,0.9803921507404643
32,4.660048782980766e-09,0.9803921543060367
33,5.241034917445284e-09,0.9803921536686652
34,0.9900990099083362,1.9752058588245187e-11
35,0.9900990099093883,2.2375898404701154e-11
36,0.9900990098718575,5.051896467122663e-11
37,0.9900990099016481,1.053209280229075e-11
38,1.672443779421859e-09,0.9803921569970488
39,0.5075374097696772,0.477830604055942
40,0.9900990098715119,1.225728653167939e-10
41,0.9900990099533575,1.927786177571679e-10
42,0.4802107023904368,0.5048894025363869
43,0.9900990098755181,3.825828304962348e-11
44,0.6968563698552596,0.29036771223549496
45,0.7042401741289668,0.2830562981947836
46,0.9900990097306852,2.7081038829806147e-09
47,0.7030302650736235,0.28425434777938097
48,0.6961833198523462,0.2910341637743979
49,0.9900990099590613,3.4822745161452676e-11
50,0.8854336245935418,0.10363925418119321
51,0.9900990099013174,7.984778985126877e-14
52,0.9900990095746327,1.630817675227415e-09
53,0.9148021291599729,0.07455868508050548
54,0.9116181125601891,0.07771148227586386
55,0.9674963731504722,0.02238104793320743
56,0.9900990098758542,5.606684195156422e-11
57,0.960861096587554,0.028951267107599026
58,0.9876765150301194,0.002398744986452727
